X-axis,Y-axis
1199.5494016603925,2109.8292805399865
1167.8375188410364,2078.022980930829
1136.1256360216803,2046.2166813216716
1104.4137532023242,2014.4103817125142
1072.701870382968,1982.6040821033569
1040.989987563612,1950.7977824941993
1009.4942495833826,1918.7917481574211
980.2855762502674,1884.6722873044794
960.4326546054104,1847.1671181260413
961.0417127716679,1802.2570607343368
961.6507709379252,1757.3470033426327
983.7766322345757,1719.5063809685478
1009.9217802462576,1682.9863119348877
1036.0669282579397,1646.4662429012274
1011.5680825953866,1610.5505153924287
984.5589060417328,1574.6647439966564
976.0205516888367,1531.191653156525
970.0054682018252,1486.682070172404
961.6439539066866,1442.566386399482
952.7951012667124,1398.53251291858
943.9462486267383,1354.498639437678
935.0973959867641,1310.4647659567763
926.24854334679,1266.4308924758743
917.3996907068158,1222.397018994972
908.5508380668416,1178.36314551407
899.7019854268675,1134.329272033168
890.8531327868933,1090.2953985522663
882.0042801469192,1046.2615250713643
873.155427506945,1002.2276515904622
865.4214629293923,958.0828652902682
865.4214629293923,913.1686781466043
865.4214629293923,868.2544910029404
865.4214629293923,823.3403038592766
865.4214629293923,778.4261167156127
865.4214629293923,733.5119295719488
865.4214629293923,688.597742428285
865.4214629293923,643.6835552846211
865.4214629293923,598.7693681409572
865.4214629293923,553.8551809972935
865.4214629293923,508.9409938536296
865.4214629293923,464.02680670996574
865.4214629293923,419.1126195663019
865.4214629293923,374.198432422638
865.4214629293923,329.28424527897414
865.4214629293923,284.3700581353103
865.4214629293923,239.4558709916464
865.4214629293923,194.5416838479823
839.9606475464742,175.08831208723691
795.0464604028101,175.08831208723691
750.1322732591464,175.08831208723691
