X-axis,Y-axis
0.1,0.09999998333333417
10.2,10.18232239839455
20.3,20.160863210696927
30.4,29.93391782690932
40.5,39.40187603707804
50.6,48.4682372748824
60.699999999999996,57.04059418337222
70.8,65.03157446135971
80.89999999999999,72.359731390855
90.99999999999999,78.95037396899504
101.1,84.7363281834859
111.19999999999999,89.65862167238748
121.29999999999998,93.6670847899608
131.39999999999998,96.72086195231596
141.5,98.78882805105653
151.6,99.84990569069438
161.7,99.89328001644647
171.79999999999998,98.91850894281706
181.89999999999998,96.93552765947958
192.0,93.9645473685325
202.1,90.03584928523256
212.2,85.18947600181832
222.29999999999998,79.47482336014603
232.39999999999998,72.95013699290713
242.49999999999997,65.68191866484614
252.6,57.74424846474577
262.7,49.21802975662321
272.8,40.19016458584489
282.90000000000003,30.752667944694156
293.0,21.001729925089915
303.1,11.036735317307143
313.2,0.9592506472733594
323.3,-9.128011023107337
333.40000000000003,-19.122236981504745
343.5,-28.92156276638292
353.6,-38.42611040333503
363.7,-47.539006394482264
373.8,-56.16736908525396
383.90000000000003,-64.22325534497747
394.0,-71.62455691239705
404.1,-78.29583727027095
414.2,-84.16910051934306
424.3,-89.18448441507189
434.40000000000003,-93.29087050345606
444.5,-96.44640513725037
454.6,-98.6189260622025
464.7,-99.78629022540207
474.8,-99.9365994646106
484.9,-99.06832177827245
495.0,-97.19030694018208
505.1,-94.32169629965804
515.2,-90.49172768657023
525.3,-85.7394374096929
535.4,-80.11326238571472
545.5,-73.67054645413972
555.6,-66.4769559098795
565.7,-58.60581021062393
575.8,-50.13733468064168
585.9,-41.15784282770006
596.0,-31.758856607203484
606.1,-22.036173600107077
616.2,-12.08889061223883
626.3,-2.0183936468294164
636.4,8.072675455217523
646.5,18.081465174966908
656.6,27.9059626122031
666.7,37.446033234700025
676.8,46.604441482543436
686.9,55.28784182516664
697.0,63.40773016991814
707.1,70.88134592509114
717.2,77.63251552328815
727.3,83.59242880765262
737.4,88.70034036778081
747.5,92.90418867706613
757.6,96.16112672102372
767.7,98.43795870825524
777.8,99.71147841295065
787.9,99.96870570042886
798.0,99.2070188249698
808.1,97.43418115151545
818.2,94.66826202888262
828.3,90.93745262097461
838.4,86.2797785731
848.5,80.74271244200033
858.6,74.3826898398259
868.7,67.26453422368324
878.8,59.460796193487354
888.9,51.05101403221487
899.0,42.12090302537722
909.1,32.76148182243806
919.2,23.068144744587922
929.3,13.139689494223058
939.4,3.0773101760364208
949.5,-7.016434106817365
959.6,-17.0386645690742
969.6999999999999,-26.887231318018674
979.8,-36.46175449902722
989.9,-45.66464740029656
1000.0,-54.40211108893698
