X-axis,Y-axis
0.0,0.0
0.20020020020020018,0.0
0.40040040040040037,0.0
0.6006006006006006,0.0
0.8008008008008007,0.0
1.001001001001001,0.0
1.2012012012012012,0.0
1.4014014014014016,0.0
1.6016016016016015,0.0
1.8018018018018018,0.0
2.002002002002002,0.0
2.2022022022022023,0.0
2.4024024024024024,0.0
2.6026026026026026,0.0
2.802802802802803,0.0
3.0030030030030033,0.0
3.203203203203203,0.0
3.4034034034034035,0.0
3.6036036036036037,0.0
3.8038038038038042,0.0
4.004004004004004,0.0
4.2042042042042045,0.0
4.404404404404405,0.0
4.604604604604605,0.0
4.804804804804805,0.0
5.005005005005005,0.0
5.205205205205205,0.0
5.405405405405406,0.0
5.605605605605606,0.0
5.805805805805806,0.0
6.0060060060060065,0.0
6.206206206206207,0.0
6.406406406406406,0.0
6.606606606606608,0.0
6.806806806806807,0.0
7.007007007007007,0.0
7.207207207207207,0.0
7.4074074074074066,0.0
7.6076076076076085,0.0
7.807807807807808,0.0
8.008008008008009,0.0
8.208208208208209,0.0
8.408408408408409,0.0
8.608608608608609,0.0
8.80880880880881,0.0
9.00900900900901,0.0
9.20920920920921,0.0
9.40940940940941,0.0
9.60960960960961,0.0
9.80980980980981,0.0
10.01001001001001,0.0
10.21021021021021,0.0
10.41041041041041,0.0
10.61061061061061,0.0
10.810810810810812,0.0
11.011011011011012,0.0
11.211211211211213,0.0
11.411411411411413,0.0
11.611611611611613,0.0
11.811811811811813,0.0
12.012012012012013,0.0
12.212212212212213,0.0
12.412412412412413,0.0
12.612612612612613,0.0
12.812812812812812,0.0
13.013013013013014,0.0
13.213213213213216,0.0
13.413413413413414,0.0
13.613613613613614,0.0
13.813813813813812,0.0
14.014014014014014,0.0
14.214214214214216,0.0
14.414414414414415,0.0
14.614614614614615,0.0
14.814814814814813,0.0
15.015015015015019,0.0
15.215215215215217,0.0
15.415415415415417,0.0
15.615615615615615,0.0
15.815815815815817,0.0
16.016016016016017,0.0
16.216216216216218,0.0
16.416416416416418,0.0
16.616616616616618,0.0
16.816816816816818,0.0
17.017017017017018,0.0
17.217217217217218,0.0
17.41741741741742,0.0
17.61761761761762,0.0
17.81781781781782,0.0
18.01801801801802,0.0
18.21821821821822,0.0
18.41841841841842,0.0
18.61861861861862,0.0
18.81881881881882,0.0
19.01901901901902,0.0
19.21921921921922,0.0
19.41941941941942,0.0
19.61961961961962,0.0
19.81981981981982,0.0
20.02002002002002,0.0
20.22022022022022,0.0
20.42042042042042,0.0
20.62062062062062,0.0
20.82082082082082,0.0
21.02102102102102,0.0
21.22122122122122,0.0
21.421421421421424,0.0
21.621621621621625,0.0
21.821821821821825,0.0
22.022022022022025,0.0
22.222222222222225,0.0
22.422422422422425,0.0
22.622622622622625,0.0
22.822822822822825,0.0
23.023023023023026,0.0
23.223223223223226,0.0
23.423423423423426,0.0
23.623623623623626,0.0
23.823823823823826,0.0
24.024024024024026,0.0
24.224224224224226,0.0
24.424424424424426,0.0
24.624624624624627,0.0
24.824824824824827,0.0
25.025025025025027,0.0
25.225225225225227,0.0
25.42542542542543,0.0
25.625625625625624,0.0
25.825825825825827,0.0
26.026026026026027,0.0
26.226226226226228,0.0
26.42642642642643,0.0
26.626626626626624,0.0
26.826826826826828,0.0
27.027027027027028,0.0
27.227227227227228,0.0
27.427427427427432,0.0
27.627627627627625,0.0
27.82782782782783,0.0
28.02802802802803,0.0
28.22822822822823,0.0
28.428428428428433,0.0
28.628628628628626,0.0
28.82882882882883,0.0
29.02902902902903,0.0
29.22922922922923,0.0
29.429429429429433,0.0
29.629629629629626,0.0
29.82982982982983,0.0
30.030030030030037,0.0
30.23023023023023,0.0
30.430430430430434,0.0
30.630630630630634,0.0
30.830830830830834,0.0
31.031031031031038,0.0
31.23123123123123,0.0
31.431431431431434,0.0
31.631631631631635,0.0
31.831831831831835,0.0
32.032032032032035,0.0
32.232232232232235,0.0
32.432432432432435,0.0
32.632632632632635,0.0
32.832832832832835,0.0
33.033033033033036,0.0
33.233233233233236,0.0
33.433433433433436,0.0
33.633633633633636,0.0
33.833833833833836,0.0
34.034034034034036,0.0
34.234234234234236,0.0
34.434434434434436,0.0
34.63463463463464,0.0
34.83483483483484,0.0
35.03503503503504,0.0
35.23523523523524,0.0
35.43543543543544,0.0
35.63563563563564,0.0
35.83583583583584,0.0
36.03603603603604,0.0
36.23623623623624,0.0
36.43643643643644,0.0
36.63663663663664,0.0
36.83683683683684,0.0
37.03703703703704,0.0
37.23723723723724,0.0
37.43743743743744,0.0
37.63763763763764,0.0
37.83783783783784,0.0
38.03803803803804,0.0
38.23823823823824,0.0
